# frame time_sec x y dx dy
291.000000 9.701078 52.864238 29.050742 2.452713 -3.147710
292.000000 9.734415 54.421566 28.400918 4.010041 -3.797534
293.000000 9.767752 54.421566 28.400918 4.010041 -3.797534
294.000000 9.801089 54.753172 28.293656 4.341648 -3.904796
295.000000 9.834426 54.218768 28.807331 3.807244 -3.391121
296.000000 9.867763 52.554008 28.992041 2.142484 -3.206411
297.000000 9.901100 52.555149 29.174733 2.143625 -3.023719
298.000000 9.934437 52.655202 29.124330 2.243677 -3.074122
299.000000 9.967774 52.350746 29.455777 1.939222 -2.742675
300.000000 10.001111 53.237105 29.199772 2.825580 -2.998680
301.000000 10.034448 52.295480 30.029217 1.883955 -2.169235
302.000000 10.067785 55.467066 27.894311 5.055541 -4.304141
303.000000 10.101122 56.039747 27.516110 5.628223 -4.682342
304.000000 10.134459 54.288636 28.969033 3.877111 -3.229419
305.000000 10.167796 54.094138 29.040427 3.682614 -3.158025
306.000000 10.201133 53.178451 29.405724 2.766927 -2.792728
307.000000 10.234470 52.836259 29.677455 2.424735 -2.520997
308.000000 10.267807 52.442988 30.045872 2.031464 -2.152580
309.000000 10.301144 53.307047 29.084732 2.895523 -3.113720
310.000000 10.334481 52.515251 29.828250 2.103727 -2.370202
311.000000 10.367818 52.428884 29.643600 2.017360 -2.554852
312.000000 10.401155 53.733333 29.137054 3.321809 -3.061398
313.000000 10.434492 53.937882 29.185741 3.526358 -3.012711
314.000000 10.467830 53.446821 29.878324 3.035296 -2.320128
315.000000 10.501167 54.333233 28.968278 3.921708 -3.230174
316.000000 10.534504 52.102157 30.074631 1.690632 -2.123821
317.000000 10.567841 52.006542 30.007679 1.595017 -2.190773
318.000000 10.601178 52.163992 29.936089 1.752468 -2.262363
319.000000 10.634515 51.761707 30.583767 1.350182 -1.614685
320.000000 10.667852 52.994142 29.671130 2.582618 -2.527322
321.000000 10.701189 52.712317 29.513498 2.300793 -2.684954
322.000000 10.734526 51.851622 29.187024 1.440098 -3.011428
323.000000 10.767863 52.146845 29.133166 1.735321 -3.065286
324.000000 10.801200 53.803101 28.539204 3.391577 -3.659248
325.000000 10.834537 51.993559 29.045645 1.582035 -3.152806
326.000000 10.867874 52.018790 30.067146 1.607265 -2.131306
327.000000 10.901211 52.044969 29.799607 1.633445 -2.398845
328.000000 10.934548 52.044969 29.799607 1.633445 -2.398845
329.000000 10.967885 52.447480 29.860603 2.035955 -2.337849
330.000000 11.001222 52.756321 29.721589 2.344797 -2.476863
331.000000 11.034559 54.544951 28.724430 4.133427 -3.474022
332.000000 11.067896 54.533635 28.919793 4.122111 -3.278659
333.000000 11.101233 51.400511 30.608288 0.988987 -1.590164
334.000000 11.134570 53.042129 30.004839 2.630605 -2.193613
335.000000 11.167907 51.926670 30.276614 1.515146 -1.921838
336.000000 11.201244 52.953147 29.265594 2.541623 -2.932858
337.000000 11.234581 52.956239 29.268492 2.544715 -2.929960
338.000000 11.267918 52.917770 29.243377 2.506246 -2.955074
339.000000 11.301255 52.209618 29.822348 1.798094 -2.376104
340.000000 11.334592 53.187050 28.837230 2.775526 -3.361222
341.000000 11.367929 52.178611 28.935330 1.767087 -3.263122
342.000000 11.401267 52.160820 29.080831 1.749295 -3.117621
343.000000 11.434604 54.126471 28.651373 3.714947 -3.547079
344.000000 11.467941 54.125389 28.079340 3.713865 -4.119112
345.000000 11.501278 54.330513 28.613186 3.918989 -3.585266
346.000000 11.534615 53.974691 28.326663 3.563167 -3.871789
347.000000 11.567952 53.412591 28.822372 3.001067 -3.376080
348.000000 11.601289 53.488198 29.265204 3.076673 -2.933248
349.000000 11.634626 52.882026 29.539789 2.470501 -2.658663
350.000000 11.667963 52.934764 29.815599 2.523239 -2.382853
351.000000 11.701300 52.964836 29.688172 2.553311 -2.510280
352.000000 11.734637 52.906132 29.673060 2.494608 -2.525392
353.000000 11.767974 52.970023 29.428733 2.558498 -2.769719
